session_id,user_id,timestamp,action,parameters,prev_action_1,prev_action_2,prev_action_3,day,month,week,year,seconds_passed,pa1_ss,pa2_ss,pa3_ss
0f73709d-07cc-4c0e-a4d9-17a0664ae689,user_1,2025-03-06 17:29:45+00:00,GET /tickets/{ticketId}/transitions,[],PUT /costs/{service_id}/{cost_id},DELETE /boards/{boardId},GET /events,6,3,10,2025,62985,True,True,True
0f73709d-07cc-4c0e-a4d9-17a0664ae689,user_1,2025-03-06 17:38:56+00:00,POST /tickets/{ticketId}/transitions,[],GET /tickets/{ticketId}/transitions,PUT /costs/{service_id}/{cost_id},DELETE /boards/{boardId},6,3,10,2025,63536,True,True,True
5d13e97e-299f-487f-9bb1-5fdab112a8f1,user_1,2025-03-10 15:16:49+00:00,GET /events,[],POST /tickets/{ticketId}/transitions,GET /tickets/{ticketId}/transitions,PUT /costs/{service_id}/{cost_id},10,3,11,2025,55009,False,False,False
5d13e97e-299f-487f-9bb1-5fdab112a8f1,user_1,2025-03-10 15:30:33+00:00,POST /boards,"['name', 'description']",GET /events,POST /tickets/{ticketId}/transitions,GET /tickets/{ticketId}/transitions,10,3,11,2025,55833,True,False,False
e086f33b-3350-4ace-a2f1-c615a16493ca,user_1,2025-03-12 08:44:14+00:00,PATCH /sprints/{sprintId},"['sprintId', 'name']",POST /boards,GET /events,POST /tickets/{ticketId}/transitions,12,3,11,2025,31454,False,False,False
e086f33b-3350-4ace-a2f1-c615a16493ca,user_1,2025-03-12 08:53:05+00:00,POST /tickets/{ticketId}/transitions,['transition_id'],PATCH /sprints/{sprintId},POST /boards,GET /events,12,3,11,2025,31985,True,False,False
e086f33b-3350-4ace-a2f1-c615a16493ca,user_1,2025-03-12 09:11:46+00:00,POST /sprints/{sprintId}/tickets,"['ticket_ids', 'sprintId']",POST /tickets/{ticketId}/transitions,PATCH /sprints/{sprintId},POST /boards,12,3,11,2025,33106,True,True,False
e086f33b-3350-4ace-a2f1-c615a16493ca,user_1,2025-03-12 09:40:20+00:00,POST /boards,[],POST /sprints/{sprintId}/tickets,POST /tickets/{ticketId}/transitions,PATCH /sprints/{sprintId},12,3,11,2025,34820,True,True,True
bf0d5cca-8cdb-4db9-9d9b-e01593bec99c,user_1,2025-03-12 15:36:09+00:00,PATCH /tickets/{ticketId},"['ticketId', 'assignee', 'summary']",POST /boards,POST /sprints/{sprintId}/tickets,POST /tickets/{ticketId}/transitions,12,3,11,2025,56169,False,False,False
bf0d5cca-8cdb-4db9-9d9b-e01593bec99c,user_1,2025-03-12 15:42:11+00:00,GET /events/{eventId},['eventId'],PATCH /tickets/{ticketId},POST /boards,POST /sprints/{sprintId}/tickets,12,3,11,2025,56531,True,False,False
bf0d5cca-8cdb-4db9-9d9b-e01593bec99c,user_1,2025-03-12 15:49:37+00:00,PUT /invoices/{invoice_id},['invoice_id'],GET /events/{eventId},PATCH /tickets/{ticketId},POST /boards,12,3,11,2025,56977,True,True,False
bf0d5cca-8cdb-4db9-9d9b-e01593bec99c,user_1,2025-03-12 15:50:30+00:00,POST /boards,['project_key'],PUT /invoices/{invoice_id},GET /events/{eventId},PATCH /tickets/{ticketId},12,3,11,2025,57030,True,True,True
bf0d5cca-8cdb-4db9-9d9b-e01593bec99c,user_1,2025-03-12 16:05:21+00:00,PUT /revenue/{service_id}/{revenue_id},"['service_id', 'revenue_id']",POST /boards,PUT /invoices/{invoice_id},GET /events/{eventId},12,3,11,2025,57921,True,True,True
0a0ed7fd-b927-4ea3-84fd-c241dac6daf6,user_1,2025-03-14 18:00:44+00:00,PATCH /tickets/{ticketId},"['priority', 'ticketId', 'status']",PUT /revenue/{service_id}/{revenue_id},POST /boards,PUT /invoices/{invoice_id},14,3,11,2025,64844,False,False,False
e9d5ed28-6269-4ea4-b023-1c9c9773314d,user_1,2025-03-15 16:52:06+00:00,PUT /budgets/{budget_id},[],PATCH /tickets/{ticketId},PUT /revenue/{service_id}/{revenue_id},POST /boards,15,3,11,2025,60726,False,False,False
e9d5ed28-6269-4ea4-b023-1c9c9773314d,user_1,2025-03-15 16:53:10+00:00,PUT /costs/{service_id}/{cost_id},[],PUT /budgets/{budget_id},PATCH /tickets/{ticketId},PUT /revenue/{service_id}/{revenue_id},15,3,11,2025,60790,True,False,False
e9d5ed28-6269-4ea4-b023-1c9c9773314d,user_1,2025-03-15 16:53:14+00:00,GET /sprints/{sprintId}/tickets,['sprintId'],PUT /costs/{service_id}/{cost_id},PUT /budgets/{budget_id},PATCH /tickets/{ticketId},15,3,11,2025,60794,True,True,False
e9d5ed28-6269-4ea4-b023-1c9c9773314d,user_1,2025-03-15 16:55:41+00:00,DELETE /tickets/{ticketId},[],GET /sprints/{sprintId}/tickets,PUT /costs/{service_id}/{cost_id},PUT /budgets/{budget_id},15,3,11,2025,60941,True,True,True
e9d5ed28-6269-4ea4-b023-1c9c9773314d,user_1,2025-03-15 16:58:36+00:00,PUT /revenue/{service_id}/{revenue_id},['service_id'],DELETE /tickets/{ticketId},GET /sprints/{sprintId}/tickets,PUT /costs/{service_id}/{cost_id},15,3,11,2025,61116,True,True,True
e9d5ed28-6269-4ea4-b023-1c9c9773314d,user_1,2025-03-15 17:39:48+00:00,POST /tickets,['reporter'],PUT /revenue/{service_id}/{revenue_id},DELETE /tickets/{ticketId},GET /sprints/{sprintId}/tickets,15,3,11,2025,63588,True,True,True
e9d5ed28-6269-4ea4-b023-1c9c9773314d,user_1,2025-03-15 17:48:20+00:00,PUT /invoices/{invoice_id}/status,"['invoice_id', 'status']",POST /tickets,PUT /revenue/{service_id}/{revenue_id},DELETE /tickets/{ticketId},15,3,11,2025,64100,True,True,True
96fdf3bb-4e5c-4d69-b737-f21aaa489c56,user_1,2025-03-16 08:55:13+00:00,PUT /budgets/{budget_id},[],PUT /invoices/{invoice_id}/status,POST /tickets,PUT /revenue/{service_id}/{revenue_id},16,3,11,2025,32113,False,False,False
273cab5a-9b60-4541-87e6-62b63ce0c1de,user_1,2025-03-17 18:46:31+00:00,GET /boards,[],PUT /budgets/{budget_id},PUT /invoices/{invoice_id}/status,POST /tickets,17,3,12,2025,67591,False,False,False
273cab5a-9b60-4541-87e6-62b63ce0c1de,user_1,2025-03-17 18:52:27+00:00,PUT /budgets/{budget_id},[],GET /boards,PUT /budgets/{budget_id},PUT /invoices/{invoice_id}/status,17,3,12,2025,67947,True,False,False
273cab5a-9b60-4541-87e6-62b63ce0c1de,user_1,2025-03-17 18:56:31+00:00,PATCH /sprints/{sprintId},['sprintId'],PUT /budgets/{budget_id},GET /boards,PUT /budgets/{budget_id},17,3,12,2025,68191,True,True,False
273cab5a-9b60-4541-87e6-62b63ce0c1de,user_1,2025-03-17 19:00:55+00:00,POST /tickets/{ticketId}/transitions,['comment'],PATCH /sprints/{sprintId},PUT /budgets/{budget_id},GET /boards,17,3,12,2025,68455,True,True,True
273cab5a-9b60-4541-87e6-62b63ce0c1de,user_1,2025-03-17 19:35:11+00:00,GET /tickets/{ticketId}/transitions,['ticketId'],POST /tickets/{ticketId}/transitions,PATCH /sprints/{sprintId},PUT /budgets/{budget_id},17,3,12,2025,70511,True,True,True
0644c794-ad13-4bbc-9a6a-f163156d840f,user_1,2025-03-18 09:02:11+00:00,PUT /revenue/{service_id}/{revenue_id},['revenue_id'],GET /tickets/{ticketId}/transitions,POST /tickets/{ticketId}/transitions,PATCH /sprints/{sprintId},18,3,12,2025,32531,False,False,False
0644c794-ad13-4bbc-9a6a-f163156d840f,user_1,2025-03-18 09:06:54+00:00,POST /boards,[],PUT /revenue/{service_id}/{revenue_id},GET /tickets/{ticketId}/transitions,POST /tickets/{ticketId}/transitions,18,3,12,2025,32814,True,False,False
0644c794-ad13-4bbc-9a6a-f163156d840f,user_1,2025-03-18 09:11:14+00:00,PUT /invoices/{invoice_id},[],POST /boards,PUT /revenue/{service_id}/{revenue_id},GET /tickets/{ticketId}/transitions,18,3,12,2025,33074,True,True,False
0644c794-ad13-4bbc-9a6a-f163156d840f,user_1,2025-03-18 09:20:07+00:00,GET /tickets/{ticketId},[],PUT /invoices/{invoice_id},POST /boards,PUT /revenue/{service_id}/{revenue_id},18,3,12,2025,33607,True,True,True
2e93328f-e6dc-4c13-a430-5737d4b6e3be,user_1,2025-03-18 14:57:24+00:00,GET /boards,[],GET /tickets/{ticketId},PUT /invoices/{invoice_id},POST /boards,18,3,12,2025,53844,False,False,False
2e93328f-e6dc-4c13-a430-5737d4b6e3be,user_1,2025-03-18 14:58:29+00:00,PUT /invoices/{invoice_id},['invoice_id'],GET /boards,GET /tickets/{ticketId},PUT /invoices/{invoice_id},18,3,12,2025,53909,True,False,False
296f1b3c-5592-4920-9199-19a186c7c41a,user_1,2025-03-19 14:33:25+00:00,PUT /invoices/{invoice_id},['invoice_id'],PUT /invoices/{invoice_id},GET /boards,GET /tickets/{ticketId},19,3,12,2025,52405,False,False,False
3f5625d8-97d6-45c5-b884-7440254e781b,user_1,2025-03-19 18:53:53+00:00,GET /sprints/{sprintId},['sprintId'],PUT /invoices/{invoice_id},PUT /invoices/{invoice_id},GET /boards,19,3,12,2025,68033,False,False,False
3f5625d8-97d6-45c5-b884-7440254e781b,user_1,2025-03-19 18:54:58+00:00,GET /tickets/{ticketId}/transitions,['ticketId'],GET /sprints/{sprintId},PUT /invoices/{invoice_id},PUT /invoices/{invoice_id},19,3,12,2025,68098,True,False,False
3f5625d8-97d6-45c5-b884-7440254e781b,user_1,2025-03-19 19:04:29+00:00,PUT /costs/{service_id}/{cost_id},"['cost_id', 'service_id']",GET /tickets/{ticketId}/transitions,GET /sprints/{sprintId},PUT /invoices/{invoice_id},19,3,12,2025,68669,True,True,False
3f5625d8-97d6-45c5-b884-7440254e781b,user_1,2025-03-19 19:11:00+00:00,DELETE /tickets/{ticketId},[],PUT /costs/{service_id}/{cost_id},GET /tickets/{ticketId}/transitions,GET /sprints/{sprintId},19,3,12,2025,69060,True,True,True
3f5625d8-97d6-45c5-b884-7440254e781b,user_1,2025-03-19 19:25:15+00:00,POST /boards,"['description', 'type', 'name']",DELETE /tickets/{ticketId},PUT /costs/{service_id}/{cost_id},GET /tickets/{ticketId}/transitions,19,3,12,2025,69915,True,True,True
3f5625d8-97d6-45c5-b884-7440254e781b,user_1,2025-03-19 19:29:51+00:00,POST /tickets,"['reporter', 'type', 'priority']",POST /boards,DELETE /tickets/{ticketId},PUT /costs/{service_id}/{cost_id},19,3,12,2025,70191,True,True,True
3c6cde18-3f03-4e4d-a162-165c4145d9b2,user_1,2025-03-27 13:18:07+00:00,PATCH /tickets/{ticketId},[],POST /tickets,POST /boards,DELETE /tickets/{ticketId},27,3,13,2025,47887,False,False,False
d3840c3e-3cf3-4662-9263-724cab3bff9e,user_1,2025-03-28 18:59:15+00:00,POST /boards,[],PATCH /tickets/{ticketId},POST /tickets,POST /boards,28,3,13,2025,68355,False,False,False
d3840c3e-3cf3-4662-9263-724cab3bff9e,user_1,2025-03-28 19:03:22+00:00,POST /boards,"['type', 'project_key', 'name']",POST /boards,PATCH /tickets/{ticketId},POST /tickets,28,3,13,2025,68602,True,False,False
8aa4d680-4f27-4632-8dab-f307d6c09b1f,user_1,2025-04-03 09:09:32+00:00,GET /sprints/{sprintId},[],POST /boards,POST /boards,PATCH /tickets/{ticketId},3,4,14,2025,32972,False,False,False
d703a3cd-5768-42e3-98fa-1397f0bf76e6,user_1,2025-04-04 11:21:23+00:00,PATCH /sprints/{sprintId},[],GET /sprints/{sprintId},POST /boards,POST /boards,4,4,14,2025,40883,False,False,False
d703a3cd-5768-42e3-98fa-1397f0bf76e6,user_1,2025-04-04 11:22:51+00:00,POST /boards,['type'],PATCH /sprints/{sprintId},GET /sprints/{sprintId},POST /boards,4,4,14,2025,40971,True,False,False
d703a3cd-5768-42e3-98fa-1397f0bf76e6,user_1,2025-04-04 11:24:59+00:00,PUT /revenue/{service_id}/{revenue_id},['revenue_id'],POST /boards,PATCH /sprints/{sprintId},GET /sprints/{sprintId},4,4,14,2025,41099,True,True,False
d703a3cd-5768-42e3-98fa-1397f0bf76e6,user_1,2025-04-04 11:33:23+00:00,PUT /budgets/{budget_id},[],PUT /revenue/{service_id}/{revenue_id},POST /boards,PATCH /sprints/{sprintId},4,4,14,2025,41603,True,True,True
155dfa82-fc0a-4df8-8d49-49a8cb41661c,user_1,2025-04-05 09:25:08+00:00,GET /sprints/{sprintId}/tickets,[],PUT /budgets/{budget_id},PUT /revenue/{service_id}/{revenue_id},POST /boards,5,4,14,2025,33908,False,False,False
eb1ecd00-a119-44bc-8b09-bf25d886dd6f,user_1,2025-04-05 10:24:51+00:00,GET /tickets,"['offset', 'status']",GET /sprints/{sprintId}/tickets,PUT /budgets/{budget_id},PUT /revenue/{service_id}/{revenue_id},5,4,14,2025,37491,False,False,False
eb1ecd00-a119-44bc-8b09-bf25d886dd6f,user_1,2025-04-05 10:34:53+00:00,PATCH /sprints/{sprintId},"['state', 'start_date', 'name']",GET /tickets,GET /sprints/{sprintId}/tickets,PUT /budgets/{budget_id},5,4,14,2025,38093,True,False,False
eb1ecd00-a119-44bc-8b09-bf25d886dd6f,user_1,2025-04-05 10:52:57+00:00,DELETE /boards/{boardId},['boardId'],PATCH /sprints/{sprintId},GET /tickets,GET /sprints/{sprintId}/tickets,5,4,14,2025,39177,True,True,False
eb1ecd00-a119-44bc-8b09-bf25d886dd6f,user_1,2025-04-05 11:01:31+00:00,GET /boards/{boardId},['boardId'],DELETE /boards/{boardId},PATCH /sprints/{sprintId},GET /tickets,5,4,14,2025,39691,True,True,True
eb1ecd00-a119-44bc-8b09-bf25d886dd6f,user_1,2025-04-05 11:02:55+00:00,POST /events,[],GET /boards/{boardId},DELETE /boards/{boardId},PATCH /sprints/{sprintId},5,4,14,2025,39775,True,True,True
48a2de68-c759-4e29-8dd4-2d8e094d74f8,user_1,2025-04-06 10:41:20+00:00,GET /tickets/{ticketId},['ticketId'],POST /events,GET /boards/{boardId},DELETE /boards/{boardId},6,4,14,2025,38480,False,False,False
48a2de68-c759-4e29-8dd4-2d8e094d74f8,user_1,2025-04-06 10:41:32+00:00,POST /sprints,"['end_date', 'start_date']",GET /tickets/{ticketId},POST /events,GET /boards/{boardId},6,4,14,2025,38492,True,False,False
48a2de68-c759-4e29-8dd4-2d8e094d74f8,user_1,2025-04-06 10:49:39+00:00,PUT /revenue/{service_id}/{revenue_id},[],POST /sprints,GET /tickets/{ticketId},POST /events,6,4,14,2025,38979,True,True,False
48a2de68-c759-4e29-8dd4-2d8e094d74f8,user_1,2025-04-06 10:51:33+00:00,PUT /revenue/{service_id}/{revenue_id},[],PUT /revenue/{service_id}/{revenue_id},POST /sprints,GET /tickets/{ticketId},6,4,14,2025,39093,True,True,True
48a2de68-c759-4e29-8dd4-2d8e094d74f8,user_1,2025-04-06 11:08:52+00:00,PUT /budgets/{budget_id},[],PUT /revenue/{service_id}/{revenue_id},PUT /revenue/{service_id}/{revenue_id},POST /sprints,6,4,14,2025,40132,True,True,True
48a2de68-c759-4e29-8dd4-2d8e094d74f8,user_1,2025-04-06 11:17:43+00:00,PUT /invoices/{invoice_id},[],PUT /budgets/{budget_id},PUT /revenue/{service_id}/{revenue_id},PUT /revenue/{service_id}/{revenue_id},6,4,14,2025,40663,True,True,True
48a2de68-c759-4e29-8dd4-2d8e094d74f8,user_1,2025-04-06 11:34:50+00:00,GET /tickets,"['status', 'assignee']",PUT /invoices/{invoice_id},PUT /budgets/{budget_id},PUT /revenue/{service_id}/{revenue_id},6,4,14,2025,41690,True,True,True
6ac1d7f2-fbc7-4220-bfb1-b16a033cf9da,user_1,2025-04-06 13:21:57+00:00,GET /tickets/{ticketId},['ticketId'],GET /tickets,PUT /invoices/{invoice_id},PUT /budgets/{budget_id},6,4,14,2025,48117,False,False,False
6ac1d7f2-fbc7-4220-bfb1-b16a033cf9da,user_1,2025-04-06 13:23:17+00:00,POST /tickets/{ticketId}/transitions,"['ticketId', 'transition_id', 'comment']",GET /tickets/{ticketId},GET /tickets,PUT /invoices/{invoice_id},6,4,14,2025,48197,True,False,False
6ac1d7f2-fbc7-4220-bfb1-b16a033cf9da,user_1,2025-04-06 13:36:25+00:00,PUT /invoices/{invoice_id},[],POST /tickets/{ticketId}/transitions,GET /tickets/{ticketId},GET /tickets,6,4,14,2025,48985,True,True,False
6ac1d7f2-fbc7-4220-bfb1-b16a033cf9da,user_1,2025-04-06 13:36:33+00:00,PUT /revenue/{service_id}/{revenue_id},['service_id'],PUT /invoices/{invoice_id},POST /tickets/{ticketId}/transitions,GET /tickets/{ticketId},6,4,14,2025,48993,True,True,True
3c9abd4e-0105-4c17-9221-fabc4ab53f14,user_1,2025-04-08 14:43:28+00:00,PUT /budgets/{budget_id},['budget_id'],PUT /revenue/{service_id}/{revenue_id},PUT /invoices/{invoice_id},POST /tickets/{ticketId}/transitions,8,4,15,2025,53008,False,False,False
3c9abd4e-0105-4c17-9221-fabc4ab53f14,user_1,2025-04-08 14:52:58+00:00,PATCH /boards/{boardId},"['boardId', 'description']",PUT /budgets/{budget_id},PUT /revenue/{service_id}/{revenue_id},PUT /invoices/{invoice_id},8,4,15,2025,53578,True,False,False
3c9abd4e-0105-4c17-9221-fabc4ab53f14,user_1,2025-04-08 14:58:02+00:00,PUT /revenue/{service_id}/{revenue_id},[],PATCH /boards/{boardId},PUT /budgets/{budget_id},PUT /revenue/{service_id}/{revenue_id},8,4,15,2025,53882,True,True,False
3c9abd4e-0105-4c17-9221-fabc4ab53f14,user_1,2025-04-08 15:10:24+00:00,PATCH /sprints/{sprintId},"['end_date', 'name']",PUT /revenue/{service_id}/{revenue_id},PATCH /boards/{boardId},PUT /budgets/{budget_id},8,4,15,2025,54624,True,True,True
3c9abd4e-0105-4c17-9221-fabc4ab53f14,user_1,2025-04-08 15:15:38+00:00,GET /sprints/{sprintId},['sprintId'],PATCH /sprints/{sprintId},PUT /revenue/{service_id}/{revenue_id},PATCH /boards/{boardId},8,4,15,2025,54938,True,True,True
8ab22878-8e81-4d97-8fb0-4fa33fa85c34,user_1,2025-04-08 18:13:33+00:00,PUT /invoices/{invoice_id},['invoice_id'],GET /sprints/{sprintId},PATCH /sprints/{sprintId},PUT /revenue/{service_id}/{revenue_id},8,4,15,2025,65613,False,False,False
8ab22878-8e81-4d97-8fb0-4fa33fa85c34,user_1,2025-04-08 18:19:00+00:00,POST /sprints/{sprintId}/tickets,['sprintId'],PUT /invoices/{invoice_id},GET /sprints/{sprintId},PATCH /sprints/{sprintId},8,4,15,2025,65940,True,False,False
8ab22878-8e81-4d97-8fb0-4fa33fa85c34,user_1,2025-04-08 18:19:55+00:00,GET /tickets/{ticketId},[],POST /sprints/{sprintId}/tickets,PUT /invoices/{invoice_id},GET /sprints/{sprintId},8,4,15,2025,65995,True,True,False
8ab22878-8e81-4d97-8fb0-4fa33fa85c34,user_1,2025-04-08 18:22:58+00:00,GET /tickets/{ticketId},[],GET /tickets/{ticketId},POST /sprints/{sprintId}/tickets,PUT /invoices/{invoice_id},8,4,15,2025,66178,True,True,True
1bf1c2db-62c2-4fcc-bc17-10d7ddf444a8,user_1,2025-04-12 13:58:55+00:00,PUT /costs/{service_id}/{cost_id},"['service_id', 'cost_id']",GET /tickets/{ticketId},GET /tickets/{ticketId},POST /sprints/{sprintId}/tickets,12,4,15,2025,50335,False,False,False
1bf1c2db-62c2-4fcc-bc17-10d7ddf444a8,user_1,2025-04-12 14:06:33+00:00,PUT /costs/{service_id}/{cost_id},[],PUT /costs/{service_id}/{cost_id},GET /tickets/{ticketId},GET /tickets/{ticketId},12,4,15,2025,50793,True,False,False
5a3e0142-33c8-476d-b7f3-7d375bc97c13,user_1,2025-04-13 12:37:46+00:00,DELETE /tickets/{ticketId},[],PUT /costs/{service_id}/{cost_id},PUT /costs/{service_id}/{cost_id},GET /tickets/{ticketId},13,4,15,2025,45466,False,False,False
5a3e0142-33c8-476d-b7f3-7d375bc97c13,user_1,2025-04-13 12:48:22+00:00,GET /boards,[],DELETE /tickets/{ticketId},PUT /costs/{service_id}/{cost_id},PUT /costs/{service_id}/{cost_id},13,4,15,2025,46102,True,False,False
5a3e0142-33c8-476d-b7f3-7d375bc97c13,user_1,2025-04-13 12:56:07+00:00,DELETE /tickets/{ticketId},[],GET /boards,DELETE /tickets/{ticketId},PUT /costs/{service_id}/{cost_id},13,4,15,2025,46567,True,True,False
5a3e0142-33c8-476d-b7f3-7d375bc97c13,user_1,2025-04-13 12:58:21+00:00,PATCH /sprints/{sprintId},"['end_date', 'state', 'name']",DELETE /tickets/{ticketId},GET /boards,DELETE /tickets/{ticketId},13,4,15,2025,46701,True,True,True
5a3e0142-33c8-476d-b7f3-7d375bc97c13,user_1,2025-04-13 13:10:50+00:00,PUT /budgets/{budget_id},['budget_id'],PATCH /sprints/{sprintId},DELETE /tickets/{ticketId},GET /boards,13,4,15,2025,47450,True,True,True
4b7c3430-0ed4-4e88-bbbf-4a523f378037,user_1,2025-04-13 18:36:27+00:00,POST /boards,[],PUT /budgets/{budget_id},PATCH /sprints/{sprintId},DELETE /tickets/{ticketId},13,4,15,2025,66987,False,False,False
c29bf86c-5d55-4cfe-9299-d1f9ce9861d9,user_1,2025-04-14 17:22:50+00:00,GET /sprints/{sprintId}/tickets,['sprintId'],POST /boards,PUT /budgets/{budget_id},PATCH /sprints/{sprintId},14,4,16,2025,62570,False,False,False
c29bf86c-5d55-4cfe-9299-d1f9ce9861d9,user_1,2025-04-14 17:28:25+00:00,POST /tickets,['type'],GET /sprints/{sprintId}/tickets,POST /boards,PUT /budgets/{budget_id},14,4,16,2025,62905,True,False,False
c29bf86c-5d55-4cfe-9299-d1f9ce9861d9,user_1,2025-04-14 17:41:50+00:00,PUT /costs/{service_id}/{cost_id},['service_id'],POST /tickets,GET /sprints/{sprintId}/tickets,POST /boards,14,4,16,2025,63710,True,True,False
c29bf86c-5d55-4cfe-9299-d1f9ce9861d9,user_1,2025-04-14 17:51:50+00:00,GET /sprints/{sprintId}/tickets,['sprintId'],PUT /costs/{service_id}/{cost_id},POST /tickets,GET /sprints/{sprintId}/tickets,14,4,16,2025,64310,True,True,True
c29bf86c-5d55-4cfe-9299-d1f9ce9861d9,user_1,2025-04-14 17:52:22+00:00,POST /tickets,"['summary', 'reporter']",GET /sprints/{sprintId}/tickets,PUT /costs/{service_id}/{cost_id},POST /tickets,14,4,16,2025,64342,True,True,True
ee62b889-33b6-416a-8479-b0d055e8a2b9,user_1,2025-04-15 14:05:16+00:00,DELETE /tickets/{ticketId},[],POST /tickets,GET /sprints/{sprintId}/tickets,PUT /costs/{service_id}/{cost_id},15,4,16,2025,50716,False,False,False
