session_id,user_id,timestamp,action,parameters
0933d864-bac0-498b-a26d-eb5aa2b28e67,user_1,2025-05-28T09:25:20Z,POST /events,"['details', 'event_type']"
0933d864-bac0-498b-a26d-eb5aa2b28e67,user_1,2025-05-28T09:16:27Z,POST /tickets,"['summary', 'type', 'priority']"
0933d864-bac0-498b-a26d-eb5aa2b28e67,user_1,2025-05-28T10:07:18Z,POST /sprints,['goal']
0933d864-bac0-498b-a26d-eb5aa2b28e67,user_1,2025-05-28T09:28:58Z,PATCH /tickets/{ticketId},['summary']
1c07bbfd-faa8-4004-8fae-28ec2191e14e,user_2,2025-03-04T17:02:22Z,PATCH /tickets/{ticketId},[]
1c07bbfd-faa8-4004-8fae-28ec2191e14e,user_2,2025-03-04T17:08:08Z,POST /tickets/{ticketId}/transitions,"['comment', 'transition_id', 'ticketId']"
1c07bbfd-faa8-4004-8fae-28ec2191e14e,user_2,2025-03-04T17:17:42Z,POST /tickets,"['assignee', 'reporter']"
1c07bbfd-faa8-4004-8fae-28ec2191e14e,user_2,2025-03-04T17:07:04Z,PATCH /tickets/{ticketId},['ticketId']
601030a1-5626-43d7-93dc-b146f49e398b,user_3,2025-05-22T14:48:15Z,PATCH /tickets/{ticketId},"['status', 'summary']"
601030a1-5626-43d7-93dc-b146f49e398b,user_3,2025-05-22T14:49:07Z,POST /sprints/{sprintId}/tickets,['ticket_ids']
601030a1-5626-43d7-93dc-b146f49e398b,user_3,2025-05-22T15:00:19Z,GET /sprints,"['state', 'board_id']"
65506186-a9d6-482b-8b4f-97abafcd0475,user_4,2025-04-03T18:43:31Z,GET /boards,[]
65506186-a9d6-482b-8b4f-97abafcd0475,user_4,2025-04-03T18:46:53Z,POST /tickets/{ticketId}/transitions,['comment']
80ba77f0-d20a-463f-9155-b7c76b5983d7,user_5,2025-04-14T16:38:40Z,POST /tickets,[]
80ba77f0-d20a-463f-9155-b7c76b5983d7,user_5,2025-04-14T16:44:10Z,DELETE /sprints/{sprintId},['sprintId']
80ba77f0-d20a-463f-9155-b7c76b5983d7,user_5,2025-04-14T16:44:06Z,GET /boards/{boardId},[]
80ba77f0-d20a-463f-9155-b7c76b5983d7,user_5,2025-04-14T16:59:34Z,PATCH /boards/{boardId},['name']
80ba77f0-d20a-463f-9155-b7c76b5983d7,user_5,2025-04-14T17:14:16Z,PUT /invoices/{invoice_id}/status,[]
80ba77f0-d20a-463f-9155-b7c76b5983d7,user_5,2025-04-14T16:47:50Z,PUT /revenue/{service_id}/{revenue_id},['service_id']
159eea6e-b7ed-4501-aeb7-245b8cec4b2f,user_6,2025-03-18T15:36:16Z,POST /boards,"['description', 'type', 'name']"
159eea6e-b7ed-4501-aeb7-245b8cec4b2f,user_6,2025-03-18T15:43:06Z,POST /events,[]
159eea6e-b7ed-4501-aeb7-245b8cec4b2f,user_6,2025-03-18T15:37:46Z,GET /boards/{boardId},['boardId']
a80df362-8a62-4e78-a84f-b655a9c68ce1,user_7,2025-04-22T08:39:41Z,PATCH /tickets/{ticketId},"['priority', 'status', 'assignee']"
a80df362-8a62-4e78-a84f-b655a9c68ce1,user_7,2025-04-22T08:49:23Z,PUT /costs/{service_id}/{cost_id},[]
a80df362-8a62-4e78-a84f-b655a9c68ce1,user_7,2025-04-22T08:44:55Z,DELETE /boards/{boardId},['boardId']
a80df362-8a62-4e78-a84f-b655a9c68ce1,user_7,2025-04-22T08:57:26Z,DELETE /sprints/{sprintId},[]
a80df362-8a62-4e78-a84f-b655a9c68ce1,user_7,2025-04-22T08:48:01Z,POST /tickets/{ticketId}/transitions,['comment']
a80df362-8a62-4e78-a84f-b655a9c68ce1,user_7,2025-04-22T09:15:56Z,PUT /invoices/{invoice_id},['invoice_id']
a80df362-8a62-4e78-a84f-b655a9c68ce1,user_7,2025-04-22T08:46:29Z,PUT /costs/{service_id}/{cost_id},"['service_id', 'cost_id']"
a80df362-8a62-4e78-a84f-b655a9c68ce1,user_7,2025-04-22T09:38:36Z,POST /tickets,[]
77fe93b6-0d6a-44db-899d-3e0210866e6b,user_8,2025-04-23T16:29:46Z,PUT /invoices/{invoice_id}/status,"['status', 'invoice_id']"
77fe93b6-0d6a-44db-899d-3e0210866e6b,user_8,2025-04-23T16:33:34Z,DELETE /tickets/{ticketId},[]
77fe93b6-0d6a-44db-899d-3e0210866e6b,user_8,2025-04-23T16:39:12Z,GET /sprints,"['board_id', 'state']"
19c1b3f4-f684-4666-933f-839e5750fc54,user_9,2025-04-25T16:25:59Z,POST /boards,['description']
19c1b3f4-f684-4666-933f-839e5750fc54,user_9,2025-04-25T16:26:38Z,GET /sprints/{sprintId}/tickets,[]
20b555fc-8758-4f73-9c3c-efec9dc6ae13,user_10,2025-04-24T18:24:04Z,PATCH /boards/{boardId},['name']
20b555fc-8758-4f73-9c3c-efec9dc6ae13,user_10,2025-04-24T18:28:37Z,PUT /invoices/{invoice_id},['invoice_id']
337adc02-565b-4fa8-a946-6899af9691fc,user_1,2025-05-11T11:46:09Z,DELETE /tickets/{ticketId},[]
337adc02-565b-4fa8-a946-6899af9691fc,user_1,2025-05-11T11:51:51Z,PATCH /boards/{boardId},"['name', 'description']"
337adc02-565b-4fa8-a946-6899af9691fc,user_1,2025-05-11T11:59:13Z,PUT /invoices/{invoice_id},[]
337adc02-565b-4fa8-a946-6899af9691fc,user_1,2025-05-11T12:04:00Z,DELETE /boards/{boardId},[]
337adc02-565b-4fa8-a946-6899af9691fc,user_1,2025-05-11T11:49:57Z,POST /tickets,['type']
337adc02-565b-4fa8-a946-6899af9691fc,user_1,2025-05-11T12:13:34Z,GET /tickets/{ticketId},[]
337adc02-565b-4fa8-a946-6899af9691fc,user_1,2025-05-11T12:17:51Z,PATCH /sprints/{sprintId},[]
337adc02-565b-4fa8-a946-6899af9691fc,user_1,2025-05-11T11:55:57Z,PUT /costs/{service_id}/{cost_id},['service_id']
f80c4d71-5d55-4e24-9ca9-22709db8603b,user_2,2025-04-04T17:38:30Z,GET /events,['from_date']
f80c4d71-5d55-4e24-9ca9-22709db8603b,user_2,2025-04-04T17:47:49Z,PATCH /sprints/{sprintId},"['name', 'state']"
f80c4d71-5d55-4e24-9ca9-22709db8603b,user_2,2025-04-04T17:55:26Z,PUT /invoices/{invoice_id}/status,['invoice_id']
f80c4d71-5d55-4e24-9ca9-22709db8603b,user_2,2025-04-04T17:46:12Z,PUT /invoices/{invoice_id}/status,[]
f80c4d71-5d55-4e24-9ca9-22709db8603b,user_2,2025-04-04T18:00:38Z,PATCH /tickets/{ticketId},[]
f80c4d71-5d55-4e24-9ca9-22709db8603b,user_2,2025-04-04T18:24:20Z,DELETE /boards/{boardId},[]
f80c4d71-5d55-4e24-9ca9-22709db8603b,user_2,2025-04-04T18:30:00Z,PATCH /boards/{boardId},[]
78ce85b3-110b-4fa2-a72a-83da099663fe,user_3,2025-04-11T10:34:19Z,PUT /invoices/{invoice_id},[]
78ce85b3-110b-4fa2-a72a-83da099663fe,user_3,2025-04-11T10:37:28Z,PATCH /tickets/{ticketId},[]
78ce85b3-110b-4fa2-a72a-83da099663fe,user_3,2025-04-11T10:51:19Z,PUT /invoices/{invoice_id}/status,"['status', 'invoice_id']"
78ce85b3-110b-4fa2-a72a-83da099663fe,user_3,2025-04-11T10:39:28Z,POST /tickets,['summary']
78ce85b3-110b-4fa2-a72a-83da099663fe,user_3,2025-04-11T10:48:39Z,DELETE /sprints/{sprintId},[]
78ce85b3-110b-4fa2-a72a-83da099663fe,user_3,2025-04-11T11:11:19Z,POST /sprints/{sprintId}/tickets,[]
78ce85b3-110b-4fa2-a72a-83da099663fe,user_3,2025-04-11T11:21:37Z,POST /events,['details']
78ce85b3-110b-4fa2-a72a-83da099663fe,user_3,2025-04-11T11:10:22Z,GET /tickets/{ticketId},[]
78641c2b-1b44-42e1-8b09-c58bec6efaf6,user_4,2025-05-27T13:43:00Z,PATCH /boards/{boardId},[]
78641c2b-1b44-42e1-8b09-c58bec6efaf6,user_4,2025-05-27T13:47:21Z,POST /sprints/{sprintId}/tickets,['ticket_ids']
78641c2b-1b44-42e1-8b09-c58bec6efaf6,user_4,2025-05-27T13:50:52Z,POST /sprints,"['end_date', 'goal', 'board_id']"
78641c2b-1b44-42e1-8b09-c58bec6efaf6,user_4,2025-05-27T13:55:36Z,GET /tickets/{ticketId},['ticketId']
78641c2b-1b44-42e1-8b09-c58bec6efaf6,user_4,2025-05-27T14:13:20Z,DELETE /sprints/{sprintId},['sprintId']
78641c2b-1b44-42e1-8b09-c58bec6efaf6,user_4,2025-05-27T13:59:05Z,DELETE /events/{eventId},['eventId']
2e5b09ea-9392-4d2d-a4ae-7da7e83ab14b,user_5,2025-04-07T14:17:40Z,DELETE /sprints/{sprintId},['sprintId']
2e5b09ea-9392-4d2d-a4ae-7da7e83ab14b,user_5,2025-04-07T14:21:55Z,POST /tickets/{ticketId}/transitions,['ticketId']
2e5b09ea-9392-4d2d-a4ae-7da7e83ab14b,user_5,2025-04-07T14:19:44Z,PUT /revenue/{service_id}/{revenue_id},"['service_id', 'revenue_id']"
a932e9bd-dd4a-4576-aa25-eecc844ef7c9,user_6,2025-03-14T12:39:46Z,PATCH /boards/{boardId},['name']
a932e9bd-dd4a-4576-aa25-eecc844ef7c9,user_6,2025-03-14T12:47:30Z,GET /tickets/{ticketId},[]
a932e9bd-dd4a-4576-aa25-eecc844ef7c9,user_6,2025-03-14T12:59:36Z,DELETE /events/{eventId},['eventId']
a932e9bd-dd4a-4576-aa25-eecc844ef7c9,user_6,2025-03-14T12:41:04Z,PATCH /tickets/{ticketId},"['assignee', 'summary']"
a932e9bd-dd4a-4576-aa25-eecc844ef7c9,user_6,2025-03-14T12:54:18Z,GET /events/{eventId},[]
a932e9bd-dd4a-4576-aa25-eecc844ef7c9,user_6,2025-03-14T13:25:16Z,PATCH /sprints/{sprintId},['start_date']
a932e9bd-dd4a-4576-aa25-eecc844ef7c9,user_6,2025-03-14T13:36:04Z,PATCH /sprints/{sprintId},['name']
28da4df8-b118-4b6f-bc4e-d60114b65849,user_7,2025-04-09T18:40:02Z,DELETE /events/{eventId},['eventId']
28da4df8-b118-4b6f-bc4e-d60114b65849,user_7,2025-04-09T18:47:41Z,GET /tickets/{ticketId},[]
28da4df8-b118-4b6f-bc4e-d60114b65849,user_7,2025-04-09T18:47:32Z,PUT /budgets/{budget_id},['budget_id']
28da4df8-b118-4b6f-bc4e-d60114b65849,user_7,2025-04-09T19:07:32Z,POST /tickets/{ticketId}/transitions,['comment']
28da4df8-b118-4b6f-bc4e-d60114b65849,user_7,2025-04-09T18:54:02Z,GET /sprints,[]
28da4df8-b118-4b6f-bc4e-d60114b65849,user_7,2025-04-09T19:06:42Z,GET /tickets/{ticketId}/transitions,['ticketId']
da4d137e-5a25-4ec1-b8ab-08cc9c3155d4,user_8,2025-04-07T11:45:25Z,POST /boards,"['type', 'project_key']"
da4d137e-5a25-4ec1-b8ab-08cc9c3155d4,user_8,2025-04-07T11:45:46Z,PATCH /sprints/{sprintId},['sprintId']
da4d137e-5a25-4ec1-b8ab-08cc9c3155d4,user_8,2025-04-07T11:57:29Z,PUT /invoices/{invoice_id},['invoice_id']
da4d137e-5a25-4ec1-b8ab-08cc9c3155d4,user_8,2025-04-07T12:03:07Z,PUT /revenue/{service_id}/{revenue_id},[]
a5635dbb-8587-4c3c-8872-410b0dcfcf50,user_9,2025-05-25T10:44:04Z,POST /events,[]
a5635dbb-8587-4c3c-8872-410b0dcfcf50,user_9,2025-05-25T10:50:52Z,DELETE /events/{eventId},['eventId']
a5635dbb-8587-4c3c-8872-410b0dcfcf50,user_9,2025-05-25T10:44:42Z,GET /tickets,"['status', 'offset']"
93628c5e-b471-46c5-bc95-e1c140591e1f,user_10,2025-05-02T08:52:48Z,GET /tickets,[]
93628c5e-b471-46c5-bc95-e1c140591e1f,user_10,2025-05-02T08:55:16Z,GET /events/{eventId},['eventId']
1a4689da-b2a9-4800-8071-1b13a8c48704,user_1,2025-05-22T09:46:19Z,PUT /budgets/{budget_id},['budget_id']
1a4689da-b2a9-4800-8071-1b13a8c48704,user_1,2025-05-22T09:50:03Z,GET /sprints,"['state', 'board_id']"
1a4689da-b2a9-4800-8071-1b13a8c48704,user_1,2025-05-22T09:55:15Z,DELETE /boards/{boardId},[]
1a4689da-b2a9-4800-8071-1b13a8c48704,user_1,2025-05-22T10:13:49Z,PATCH /tickets/{ticketId},['ticketId']
44fb701c-ab87-421b-a83f-df1698475478,user_2,2025-05-11T08:33:36Z,PATCH /sprints/{sprintId},[]
44fb701c-ab87-421b-a83f-df1698475478,user_2,2025-05-11T08:37:24Z,GET /tickets/{ticketId},[]
44fb701c-ab87-421b-a83f-df1698475478,user_2,2025-05-11T08:53:12Z,PATCH /boards/{boardId},"['description', 'name', 'boardId']"
44fb701c-ab87-421b-a83f-df1698475478,user_2,2025-05-11T08:54:36Z,DELETE /sprints/{sprintId},[]
44fb701c-ab87-421b-a83f-df1698475478,user_2,2025-05-11T09:07:44Z,DELETE /boards/{boardId},[]
98527665-c09a-49de-b8d9-db66f9e6a825,user_3,2025-03-16T08:16:14Z,DELETE /tickets/{ticketId},[]
98527665-c09a-49de-b8d9-db66f9e6a825,user_3,2025-03-16T08:22:19Z,PATCH /boards/{boardId},"['description', 'boardId', 'name']"
98527665-c09a-49de-b8d9-db66f9e6a825,user_3,2025-03-16T08:30:04Z,DELETE /tickets/{ticketId},[]
98527665-c09a-49de-b8d9-db66f9e6a825,user_3,2025-03-16T08:36:47Z,PATCH /tickets/{ticketId},"['summary', 'ticketId', 'priority']"
879e3a79-14c5-4f97-9b53-800ed13643a6,user_4,2025-03-18T14:35:13Z,GET /tickets/{ticketId}/transitions,['ticketId']
879e3a79-14c5-4f97-9b53-800ed13643a6,user_4,2025-03-18T14:40:51Z,PATCH /sprints/{sprintId},[]
ff5ea0fc-67a3-4a52-9b8a-d6e132e841e8,user_5,2025-03-15T17:07:05Z,PATCH /boards/{boardId},[]
ff5ea0fc-67a3-4a52-9b8a-d6e132e841e8,user_5,2025-03-15T17:13:19Z,POST /tickets,[]
ff5ea0fc-67a3-4a52-9b8a-d6e132e841e8,user_5,2025-03-15T17:08:47Z,DELETE /tickets/{ticketId},[]
15aa77ca-95b5-4f80-a2c7-18a7931721eb,user_6,2025-05-14T08:15:10Z,PATCH /tickets/{ticketId},"['assignee', 'priority', 'summary']"
87ba6100-b2ea-4c8d-9f34-1f677f5cf52e,user_7,2025-05-13T13:14:28Z,POST /sprints/{sprintId}/tickets,"['ticket_ids', 'sprintId']"
11ee85a0-15f0-4af6-8635-910b46888945,user_8,2025-04-07T09:49:38Z,DELETE /boards/{boardId},['boardId']
87b36990-d861-4e46-8c0e-6d287184c2eb,user_9,2025-04-07T18:56:59Z,PATCH /boards/{boardId},['description']
87b36990-d861-4e46-8c0e-6d287184c2eb,user_9,2025-04-07T18:57:58Z,POST /events,[]
87b36990-d861-4e46-8c0e-6d287184c2eb,user_9,2025-04-07T19:08:27Z,PUT /budgets/{budget_id},['budget_id']
cfda8c82-589a-4a67-94d5-d4cff2886b66,user_10,2025-04-07T11:47:57Z,GET /tickets,"['status', 'offset']"
285e2e73-1863-4073-9fc3-af71d28f4cb1,user_1,2025-03-10T11:19:39Z,DELETE /tickets/{ticketId},['ticketId']
285e2e73-1863-4073-9fc3-af71d28f4cb1,user_1,2025-03-10T11:27:03Z,GET /tickets/{ticketId},['ticketId']
285e2e73-1863-4073-9fc3-af71d28f4cb1,user_1,2025-03-10T11:34:23Z,GET /events/{eventId},['eventId']
285e2e73-1863-4073-9fc3-af71d28f4cb1,user_1,2025-03-10T11:26:09Z,GET /sprints,"['state', 'board_id']"
285e2e73-1863-4073-9fc3-af71d28f4cb1,user_1,2025-03-10T11:28:07Z,DELETE /tickets/{ticketId},[]
93cc9200-cd0c-4fb6-9f08-1b7f53da93ac,user_2,2025-04-25T16:23:49Z,POST /sprints,"['start_date', 'end_date', 'goal']"
93cc9200-cd0c-4fb6-9f08-1b7f53da93ac,user_2,2025-04-25T16:26:09Z,POST /tickets/{ticketId}/transitions,"['transition_id', 'comment', 'ticketId']"
93cc9200-cd0c-4fb6-9f08-1b7f53da93ac,user_2,2025-04-25T16:31:05Z,POST /sprints,[]
93cc9200-cd0c-4fb6-9f08-1b7f53da93ac,user_2,2025-04-25T16:52:46Z,DELETE /events/{eventId},['eventId']
93cc9200-cd0c-4fb6-9f08-1b7f53da93ac,user_2,2025-04-25T16:43:53Z,DELETE /tickets/{ticketId},['ticketId']
93cc9200-cd0c-4fb6-9f08-1b7f53da93ac,user_2,2025-04-25T17:03:44Z,DELETE /boards/{boardId},[]
93cc9200-cd0c-4fb6-9f08-1b7f53da93ac,user_2,2025-04-25T16:39:25Z,POST /tickets/{ticketId}/transitions,['transition_id']
d26d6e02-fa15-42e5-aa55-2c8398ff3e83,user_3,2025-05-12T09:00:07Z,PATCH /boards/{boardId},['name']
d26d6e02-fa15-42e5-aa55-2c8398ff3e83,user_3,2025-05-12T09:08:08Z,POST /sprints,"['name', 'end_date']"
d26d6e02-fa15-42e5-aa55-2c8398ff3e83,user_3,2025-05-12T09:04:43Z,POST /events,"['user_id', 'entity_id']"
d26d6e02-fa15-42e5-aa55-2c8398ff3e83,user_3,2025-05-12T09:01:07Z,DELETE /events/{eventId},['eventId']
d26d6e02-fa15-42e5-aa55-2c8398ff3e83,user_3,2025-05-12T09:20:51Z,DELETE /tickets/{ticketId},[]
d26d6e02-fa15-42e5-aa55-2c8398ff3e83,user_3,2025-05-12T09:17:02Z,PUT /invoices/{invoice_id},[]
d26d6e02-fa15-42e5-aa55-2c8398ff3e83,user_3,2025-05-12T09:20:07Z,PUT /budgets/{budget_id},[]
9c170c73-d06d-49ca-902f-6fd3332db5d0,user_4,2025-03-22T11:55:03Z,POST /sprints/{sprintId}/tickets,"['ticket_ids', 'sprintId']"
9c170c73-d06d-49ca-902f-6fd3332db5d0,user_4,2025-03-22T11:58:29Z,POST /tickets,"['summary', 'priority']"
49c81616-2160-4583-aff3-74e55a98f809,user_5,2025-04-14T09:37:57Z,POST /sprints/{sprintId}/tickets,"['ticket_ids', 'sprintId']"
49c81616-2160-4583-aff3-74e55a98f809,user_5,2025-04-14T09:44:44Z,GET /tickets,[]
49c81616-2160-4583-aff3-74e55a98f809,user_5,2025-04-14T09:44:25Z,GET /boards,[]
49c81616-2160-4583-aff3-74e55a98f809,user_5,2025-04-14T09:42:57Z,POST /tickets/{ticketId}/transitions,[]
49c81616-2160-4583-aff3-74e55a98f809,user_5,2025-04-14T09:51:29Z,PATCH /boards/{boardId},"['description', 'boardId', 'name']"
49c81616-2160-4583-aff3-74e55a98f809,user_5,2025-04-14T09:54:42Z,GET /boards,[]
f18ece3f-7954-488f-96ca-0f44c5acefbb,user_6,2025-05-05T13:23:52Z,GET /tickets/{ticketId},[]
f18ece3f-7954-488f-96ca-0f44c5acefbb,user_6,2025-05-05T13:32:46Z,DELETE /sprints/{sprintId},['sprintId']
f18ece3f-7954-488f-96ca-0f44c5acefbb,user_6,2025-05-05T13:27:44Z,GET /boards,[]
f18ece3f-7954-488f-96ca-0f44c5acefbb,user_6,2025-05-05T13:52:34Z,DELETE /boards/{boardId},['boardId']
f18ece3f-7954-488f-96ca-0f44c5acefbb,user_6,2025-05-05T13:26:24Z,DELETE /tickets/{ticketId},['ticketId']
c202b1fb-a4e0-4624-80b2-e852bec93863,user_7,2025-04-17T14:29:59Z,GET /boards,[]
c202b1fb-a4e0-4624-80b2-e852bec93863,user_7,2025-04-17T14:30:37Z,DELETE /events/{eventId},[]
c202b1fb-a4e0-4624-80b2-e852bec93863,user_7,2025-04-17T14:49:57Z,GET /sprints/{sprintId}/tickets,[]
c202b1fb-a4e0-4624-80b2-e852bec93863,user_7,2025-04-17T14:51:32Z,DELETE /events/{eventId},[]
c202b1fb-a4e0-4624-80b2-e852bec93863,user_7,2025-04-17T15:02:59Z,POST /tickets,"['summary', 'assignee']"
