session_id,user_id,timestamp,action,parameters,prev_action_1,prev_action_2,prev_action_3,day,month,week,year,seconds_passed,pa1_ss,pa2_ss,pa3_ss
8e3864b3-9fff-4bbc-98dc-7c87916da86e,user_1,2025-03-10 10:13:47+00:00,PUT /invoices/{invoice_id}/status,['status'],PATCH /boards/{boardId},GET /tickets/{ticketId}/transitions,PATCH /tickets/{ticketId},10,3,11,2025,36827,True,False,False
8e3864b3-9fff-4bbc-98dc-7c87916da86e,user_1,2025-03-10 10:30:02+00:00,POST /sprints,['start_date'],PUT /invoices/{invoice_id}/status,PATCH /boards/{boardId},GET /tickets/{ticketId}/transitions,10,3,11,2025,37802,True,True,False
131506d6-4981-43c2-af94-6e6c4cad16c7,user_1,2025-03-10 12:28:57+00:00,GET /sprints,"['state', 'board_id']",POST /sprints,PUT /invoices/{invoice_id}/status,PATCH /boards/{boardId},10,3,11,2025,44937,False,False,False
131506d6-4981-43c2-af94-6e6c4cad16c7,user_1,2025-03-10 12:34:52+00:00,PUT /invoices/{invoice_id},[],GET /sprints,POST /sprints,PUT /invoices/{invoice_id}/status,10,3,11,2025,45292,True,False,False
e8a08871-3d81-4d8c-8480-e70b7383a17e,user_1,2025-03-10 15:05:25+00:00,POST /sprints,"['goal', 'board_id', 'end_date']",PUT /invoices/{invoice_id},GET /sprints,POST /sprints,10,3,11,2025,54325,False,False,False
e8a08871-3d81-4d8c-8480-e70b7383a17e,user_1,2025-03-10 15:10:34+00:00,POST /sprints,"['board_id', 'goal']",POST /sprints,PUT /invoices/{invoice_id},GET /sprints,10,3,11,2025,54634,True,False,False
71cd51c4-aaa6-4c52-88e4-3a004a5db93d,user_1,2025-03-13 08:00:57+00:00,POST /tickets/{ticketId}/transitions,"['comment', 'transition_id']",POST /sprints,POST /sprints,PUT /invoices/{invoice_id},13,3,11,2025,28857,False,False,False
71cd51c4-aaa6-4c52-88e4-3a004a5db93d,user_1,2025-03-13 08:05:05+00:00,DELETE /tickets/{ticketId},['ticketId'],POST /tickets/{ticketId}/transitions,POST /sprints,POST /sprints,13,3,11,2025,29105,True,False,False
71cd51c4-aaa6-4c52-88e4-3a004a5db93d,user_1,2025-03-13 08:11:41+00:00,PUT /revenue/{service_id}/{revenue_id},[],DELETE /tickets/{ticketId},POST /tickets/{ticketId}/transitions,POST /sprints,13,3,11,2025,29501,True,True,False
71cd51c4-aaa6-4c52-88e4-3a004a5db93d,user_1,2025-03-13 08:25:20+00:00,POST /tickets,['assignee'],PUT /revenue/{service_id}/{revenue_id},DELETE /tickets/{ticketId},POST /tickets/{ticketId}/transitions,13,3,11,2025,30320,True,True,True
71cd51c4-aaa6-4c52-88e4-3a004a5db93d,user_1,2025-03-13 08:45:17+00:00,POST /tickets/{ticketId}/transitions,[],POST /tickets,PUT /revenue/{service_id}/{revenue_id},DELETE /tickets/{ticketId},13,3,11,2025,31517,True,True,True
71cd51c4-aaa6-4c52-88e4-3a004a5db93d,user_1,2025-03-13 08:54:03+00:00,POST /tickets,"['priority', 'type']",POST /tickets/{ticketId}/transitions,POST /tickets,PUT /revenue/{service_id}/{revenue_id},13,3,11,2025,32043,True,True,True
afed3e94-b62f-4a9f-9079-4d2ce588dd5c,user_1,2025-03-13 11:24:37+00:00,POST /sprints/{sprintId}/tickets,['ticket_ids'],POST /tickets,POST /tickets/{ticketId}/transitions,POST /tickets,13,3,11,2025,41077,False,False,False
521626e8-323a-48b1-adc1-c6abd0ab79a5,user_1,2025-03-13 12:07:07+00:00,DELETE /boards/{boardId},[],POST /sprints/{sprintId}/tickets,POST /tickets,POST /tickets/{ticketId}/transitions,13,3,11,2025,43627,False,False,False
521626e8-323a-48b1-adc1-c6abd0ab79a5,user_1,2025-03-13 12:15:18+00:00,PUT /costs/{service_id}/{cost_id},['service_id'],DELETE /boards/{boardId},POST /sprints/{sprintId}/tickets,POST /tickets,13,3,11,2025,44118,True,False,False
e3d6d348-4a33-4395-9b5c-bfe62144a441,user_1,2025-03-15 10:45:48+00:00,DELETE /tickets/{ticketId},['ticketId'],PUT /costs/{service_id}/{cost_id},DELETE /boards/{boardId},POST /sprints/{sprintId}/tickets,15,3,11,2025,38748,False,False,False
e3d6d348-4a33-4395-9b5c-bfe62144a441,user_1,2025-03-15 11:01:18+00:00,DELETE /events/{eventId},[],DELETE /tickets/{ticketId},PUT /costs/{service_id}/{cost_id},DELETE /boards/{boardId},15,3,11,2025,39678,True,False,False
e3d6d348-4a33-4395-9b5c-bfe62144a441,user_1,2025-03-15 11:07:56+00:00,GET /tickets/{ticketId}/transitions,['ticketId'],DELETE /events/{eventId},DELETE /tickets/{ticketId},PUT /costs/{service_id}/{cost_id},15,3,11,2025,40076,True,True,False
e3d6d348-4a33-4395-9b5c-bfe62144a441,user_1,2025-03-15 11:11:52+00:00,GET /events,"['to_date', 'event_type']",GET /tickets/{ticketId}/transitions,DELETE /events/{eventId},DELETE /tickets/{ticketId},15,3,11,2025,40312,True,True,True
a0537586-dd6a-42ff-abdc-a835f0eabbb0,user_1,2025-03-15 13:56:12+00:00,PUT /invoices/{invoice_id}/status,['invoice_id'],GET /events,GET /tickets/{ticketId}/transitions,DELETE /events/{eventId},15,3,11,2025,50172,False,False,False
403a887b-f8f4-4cf7-bbdd-494294be4941,user_1,2025-03-19 12:20:12+00:00,DELETE /boards/{boardId},['boardId'],PUT /invoices/{invoice_id}/status,GET /events,GET /tickets/{ticketId}/transitions,19,3,12,2025,44412,False,False,False
403a887b-f8f4-4cf7-bbdd-494294be4941,user_1,2025-03-19 12:28:19+00:00,PUT /invoices/{invoice_id},['invoice_id'],DELETE /boards/{boardId},PUT /invoices/{invoice_id}/status,GET /events,19,3,12,2025,44899,True,False,False
403a887b-f8f4-4cf7-bbdd-494294be4941,user_1,2025-03-19 12:32:56+00:00,DELETE /tickets/{ticketId},['ticketId'],PUT /invoices/{invoice_id},DELETE /boards/{boardId},PUT /invoices/{invoice_id}/status,19,3,12,2025,45176,True,True,False
403a887b-f8f4-4cf7-bbdd-494294be4941,user_1,2025-03-19 12:36:40+00:00,PUT /invoices/{invoice_id}/status,['status'],DELETE /tickets/{ticketId},PUT /invoices/{invoice_id},DELETE /boards/{boardId},19,3,12,2025,45400,True,True,True
403a887b-f8f4-4cf7-bbdd-494294be4941,user_1,2025-03-19 12:46:24+00:00,PUT /costs/{service_id}/{cost_id},"['cost_id', 'service_id']",PUT /invoices/{invoice_id}/status,DELETE /tickets/{ticketId},PUT /invoices/{invoice_id},19,3,12,2025,45984,True,True,True
403a887b-f8f4-4cf7-bbdd-494294be4941,user_1,2025-03-19 12:46:52+00:00,POST /tickets,[],PUT /costs/{service_id}/{cost_id},PUT /invoices/{invoice_id}/status,DELETE /tickets/{ticketId},19,3,12,2025,46012,True,True,True
403a887b-f8f4-4cf7-bbdd-494294be4941,user_1,2025-03-19 12:47:18+00:00,PUT /invoices/{invoice_id}/status,"['invoice_id', 'status']",POST /tickets,PUT /costs/{service_id}/{cost_id},PUT /invoices/{invoice_id}/status,19,3,12,2025,46038,True,True,True
5c497359-94e7-4c54-a5bc-bec8550ccddb,user_1,2025-03-19 18:04:15+00:00,PUT /revenue/{service_id}/{revenue_id},['revenue_id'],PUT /invoices/{invoice_id}/status,POST /tickets,PUT /costs/{service_id}/{cost_id},19,3,12,2025,65055,False,False,False
5c497359-94e7-4c54-a5bc-bec8550ccddb,user_1,2025-03-19 18:24:33+00:00,PUT /revenue/{service_id}/{revenue_id},"['revenue_id', 'service_id']",PUT /revenue/{service_id}/{revenue_id},PUT /invoices/{invoice_id}/status,POST /tickets,19,3,12,2025,66273,True,False,False
f3bb8352-b2ce-42b5-bdbd-de991e7c0cbe,user_1,2025-03-20 18:13:05+00:00,GET /sprints,[],PUT /revenue/{service_id}/{revenue_id},PUT /revenue/{service_id}/{revenue_id},PUT /invoices/{invoice_id}/status,20,3,12,2025,65585,False,False,False
8c1de2d9-73e4-4f0b-9a45-af7bda64ffef,user_1,2025-03-20 18:14:11+00:00,GET /tickets/{ticketId},[],GET /sprints,PUT /revenue/{service_id}/{revenue_id},PUT /revenue/{service_id}/{revenue_id},20,3,12,2025,65651,False,False,False
f3bb8352-b2ce-42b5-bdbd-de991e7c0cbe,user_1,2025-03-20 18:31:31+00:00,PATCH /sprints/{sprintId},['sprintId'],GET /tickets/{ticketId},GET /sprints,PUT /revenue/{service_id}/{revenue_id},20,3,12,2025,66691,False,True,False
d08dcc08-2a8f-45d5-8741-2507b371f208,user_1,2025-03-21 16:06:26+00:00,PATCH /sprints/{sprintId},[],PATCH /sprints/{sprintId},GET /tickets/{ticketId},GET /sprints,21,3,12,2025,57986,False,False,False
d08dcc08-2a8f-45d5-8741-2507b371f208,user_1,2025-03-21 16:07:36+00:00,GET /tickets/{ticketId}/transitions,[],PATCH /sprints/{sprintId},PATCH /sprints/{sprintId},GET /tickets/{ticketId},21,3,12,2025,58056,True,False,False
d08dcc08-2a8f-45d5-8741-2507b371f208,user_1,2025-03-21 16:09:09+00:00,GET /boards,[],GET /tickets/{ticketId}/transitions,PATCH /sprints/{sprintId},PATCH /sprints/{sprintId},21,3,12,2025,58149,True,True,False
d08dcc08-2a8f-45d5-8741-2507b371f208,user_1,2025-03-21 16:22:30+00:00,PUT /budgets/{budget_id},['budget_id'],GET /boards,GET /tickets/{ticketId}/transitions,PATCH /sprints/{sprintId},21,3,12,2025,58950,True,True,True
d08dcc08-2a8f-45d5-8741-2507b371f208,user_1,2025-03-21 16:35:50+00:00,PATCH /tickets/{ticketId},[],PUT /budgets/{budget_id},GET /boards,GET /tickets/{ticketId}/transitions,21,3,12,2025,59750,True,True,True
d08dcc08-2a8f-45d5-8741-2507b371f208,user_1,2025-03-21 16:52:41+00:00,POST /events,[],PATCH /tickets/{ticketId},PUT /budgets/{budget_id},GET /boards,21,3,12,2025,60761,True,True,True
a297ac7d-22a9-4f19-b810-8afd0321c36c,user_1,2025-03-23 12:13:08+00:00,PUT /revenue/{service_id}/{revenue_id},"['service_id', 'revenue_id']",POST /events,PATCH /tickets/{ticketId},PUT /budgets/{budget_id},23,3,12,2025,43988,False,False,False
a297ac7d-22a9-4f19-b810-8afd0321c36c,user_1,2025-03-23 12:15:11+00:00,PUT /invoices/{invoice_id}/status,['invoice_id'],PUT /revenue/{service_id}/{revenue_id},POST /events,PATCH /tickets/{ticketId},23,3,12,2025,44111,True,False,False
a297ac7d-22a9-4f19-b810-8afd0321c36c,user_1,2025-03-23 12:28:52+00:00,POST /sprints,"['start_date', 'name', 'goal']",PUT /invoices/{invoice_id}/status,PUT /revenue/{service_id}/{revenue_id},POST /events,23,3,12,2025,44932,True,True,False
a297ac7d-22a9-4f19-b810-8afd0321c36c,user_1,2025-03-23 12:50:03+00:00,PUT /costs/{service_id}/{cost_id},['cost_id'],POST /sprints,PUT /invoices/{invoice_id}/status,PUT /revenue/{service_id}/{revenue_id},23,3,12,2025,46203,True,True,True
602b2948-d913-42d1-9c75-e3e5f80ed8f1,user_1,2025-03-23 15:52:31+00:00,PUT /budgets/{budget_id},['budget_id'],PUT /costs/{service_id}/{cost_id},POST /sprints,PUT /invoices/{invoice_id}/status,23,3,12,2025,57151,False,False,False
602b2948-d913-42d1-9c75-e3e5f80ed8f1,user_1,2025-03-23 15:53:10+00:00,PATCH /sprints/{sprintId},"['start_date', 'sprintId', 'name']",PUT /budgets/{budget_id},PUT /costs/{service_id}/{cost_id},POST /sprints,23,3,12,2025,57190,True,False,False
602b2948-d913-42d1-9c75-e3e5f80ed8f1,user_1,2025-03-23 15:57:28+00:00,PUT /budgets/{budget_id},[],PATCH /sprints/{sprintId},PUT /budgets/{budget_id},PUT /costs/{service_id}/{cost_id},23,3,12,2025,57448,True,True,False
602b2948-d913-42d1-9c75-e3e5f80ed8f1,user_1,2025-03-23 16:06:49+00:00,PUT /costs/{service_id}/{cost_id},['service_id'],PUT /budgets/{budget_id},PATCH /sprints/{sprintId},PUT /budgets/{budget_id},23,3,12,2025,58009,True,True,True
602b2948-d913-42d1-9c75-e3e5f80ed8f1,user_1,2025-03-23 16:09:51+00:00,PUT /budgets/{budget_id},[],PUT /costs/{service_id}/{cost_id},PUT /budgets/{budget_id},PATCH /sprints/{sprintId},23,3,12,2025,58191,True,True,True
602b2948-d913-42d1-9c75-e3e5f80ed8f1,user_1,2025-03-23 16:29:19+00:00,POST /tickets/{ticketId}/transitions,"['transition_id', 'comment']",PUT /budgets/{budget_id},PUT /costs/{service_id}/{cost_id},PUT /budgets/{budget_id},23,3,12,2025,59359,True,True,True
c680bde2-fdb4-4d02-9862-c9b764c09776,user_1,2025-03-24 16:18:01+00:00,PATCH /sprints/{sprintId},"['start_date', 'sprintId']",POST /tickets/{ticketId}/transitions,PUT /budgets/{budget_id},PUT /costs/{service_id}/{cost_id},24,3,13,2025,58681,False,False,False
c680bde2-fdb4-4d02-9862-c9b764c09776,user_1,2025-03-24 16:26:03+00:00,GET /boards/{boardId},['boardId'],PATCH /sprints/{sprintId},POST /tickets/{ticketId}/transitions,PUT /budgets/{budget_id},24,3,13,2025,59163,True,False,False
dbf96b76-fbbc-475a-9c5f-da4c2a046e93,user_1,2025-03-25 13:52:49+00:00,PUT /budgets/{budget_id},[],GET /boards/{boardId},PATCH /sprints/{sprintId},POST /tickets/{ticketId}/transitions,25,3,13,2025,49969,False,False,False
1733ef22-d02d-4157-b35d-23f1cb036315,user_1,2025-03-25 18:23:51+00:00,PATCH /sprints/{sprintId},[],PUT /budgets/{budget_id},GET /boards/{boardId},PATCH /sprints/{sprintId},25,3,13,2025,66231,False,False,False
1733ef22-d02d-4157-b35d-23f1cb036315,user_1,2025-03-25 18:26:20+00:00,PUT /invoices/{invoice_id},[],PATCH /sprints/{sprintId},PUT /budgets/{budget_id},GET /boards/{boardId},25,3,13,2025,66380,True,False,False
1733ef22-d02d-4157-b35d-23f1cb036315,user_1,2025-03-25 18:34:14+00:00,PUT /revenue/{service_id}/{revenue_id},['revenue_id'],PUT /invoices/{invoice_id},PATCH /sprints/{sprintId},PUT /budgets/{budget_id},25,3,13,2025,66854,True,True,False
ffda5ac0-8e7c-41c8-bf3a-a88e7d7089fc,user_1,2025-03-25 18:45:40+00:00,POST /events,"['entity_type', 'entity_id', 'event_type']",PUT /revenue/{service_id}/{revenue_id},PUT /invoices/{invoice_id},PATCH /sprints/{sprintId},25,3,13,2025,67540,False,False,False
ffda5ac0-8e7c-41c8-bf3a-a88e7d7089fc,user_1,2025-03-25 18:49:11+00:00,GET /sprints,[],POST /events,PUT /revenue/{service_id}/{revenue_id},PUT /invoices/{invoice_id},25,3,13,2025,67751,True,False,False
ffda5ac0-8e7c-41c8-bf3a-a88e7d7089fc,user_1,2025-03-25 19:01:46+00:00,POST /events,"['entity_type', 'event_type', 'details']",GET /sprints,POST /events,PUT /revenue/{service_id}/{revenue_id},25,3,13,2025,68506,True,True,False
ffda5ac0-8e7c-41c8-bf3a-a88e7d7089fc,user_1,2025-03-25 19:39:22+00:00,POST /events,['entity_type'],POST /events,GET /sprints,POST /events,25,3,13,2025,70762,True,True,True
45e746ce-b8d2-4e01-ad82-67098ed22f52,user_1,2025-04-01 15:31:39+00:00,PUT /budgets/{budget_id},[],POST /events,POST /events,GET /sprints,1,4,14,2025,55899,False,False,False
45e746ce-b8d2-4e01-ad82-67098ed22f52,user_1,2025-04-01 15:36:24+00:00,PUT /invoices/{invoice_id},[],PUT /budgets/{budget_id},POST /events,POST /events,1,4,14,2025,56184,True,False,False
45e746ce-b8d2-4e01-ad82-67098ed22f52,user_1,2025-04-01 15:43:53+00:00,GET /tickets/{ticketId},['ticketId'],PUT /invoices/{invoice_id},PUT /budgets/{budget_id},POST /events,1,4,14,2025,56633,True,True,False
45e746ce-b8d2-4e01-ad82-67098ed22f52,user_1,2025-04-01 15:53:54+00:00,GET /boards,[],GET /tickets/{ticketId},PUT /invoices/{invoice_id},PUT /budgets/{budget_id},1,4,14,2025,57234,True,True,True
5ce052e6-20d2-457a-a78d-61673f4b10e7,user_1,2025-04-01 18:29:18+00:00,PUT /revenue/{service_id}/{revenue_id},"['service_id', 'revenue_id']",GET /boards,GET /tickets/{ticketId},PUT /invoices/{invoice_id},1,4,14,2025,66558,False,False,False
b617b449-e4ca-4578-9be1-03e3e1ae48bc,user_1,2025-04-04 18:39:16+00:00,POST /events,"['event_type', 'entity_id', 'entity_type']",PUT /revenue/{service_id}/{revenue_id},GET /boards,GET /tickets/{ticketId},4,4,14,2025,67156,False,False,False
b9a7e41d-5b78-4d38-a302-8c218ea6aa86,user_1,2025-04-06 10:13:10+00:00,GET /tickets/{ticketId}/transitions,['ticketId'],POST /events,PUT /revenue/{service_id}/{revenue_id},GET /boards,6,4,14,2025,36790,False,False,False
b9a7e41d-5b78-4d38-a302-8c218ea6aa86,user_1,2025-04-06 10:28:49+00:00,POST /events,"['details', 'event_type', 'user_id']",GET /tickets/{ticketId}/transitions,POST /events,PUT /revenue/{service_id}/{revenue_id},6,4,14,2025,37729,True,False,False
b9a7e41d-5b78-4d38-a302-8c218ea6aa86,user_1,2025-04-06 10:33:22+00:00,DELETE /events/{eventId},[],POST /events,GET /tickets/{ticketId}/transitions,POST /events,6,4,14,2025,38002,True,True,False
b9a7e41d-5b78-4d38-a302-8c218ea6aa86,user_1,2025-04-06 11:09:31+00:00,POST /events,"['details', 'event_type', 'entity_type']",DELETE /events/{eventId},POST /events,GET /tickets/{ticketId}/transitions,6,4,14,2025,40171,True,True,True
11c08245-1664-4316-9651-edec19a52bf9,user_1,2025-04-07 10:49:03+00:00,PUT /budgets/{budget_id},['budget_id'],POST /events,DELETE /events/{eventId},POST /events,7,4,15,2025,38943,False,False,False
d73050b8-a952-4ed0-93cd-d8dba24d1692,user_1,2025-04-07 14:37:15+00:00,DELETE /events/{eventId},[],PUT /budgets/{budget_id},POST /events,DELETE /events/{eventId},7,4,15,2025,52635,False,False,False
d73050b8-a952-4ed0-93cd-d8dba24d1692,user_1,2025-04-07 14:46:27+00:00,PUT /invoices/{invoice_id}/status,"['status', 'invoice_id']",DELETE /events/{eventId},PUT /budgets/{budget_id},POST /events,7,4,15,2025,53187,True,False,False
d73050b8-a952-4ed0-93cd-d8dba24d1692,user_1,2025-04-07 14:46:59+00:00,POST /events,"['event_type', 'entity_type', 'user_id']",PUT /invoices/{invoice_id}/status,DELETE /events/{eventId},PUT /budgets/{budget_id},7,4,15,2025,53219,True,True,False
19bf190e-4adb-42a2-9268-82f9e21966a2,user_1,2025-04-08 14:55:11+00:00,GET /tickets,['status'],POST /events,PUT /invoices/{invoice_id}/status,DELETE /events/{eventId},8,4,15,2025,53711,False,False,False
19bf190e-4adb-42a2-9268-82f9e21966a2,user_1,2025-04-08 15:03:50+00:00,GET /tickets,['sprint_id'],GET /tickets,POST /events,PUT /invoices/{invoice_id}/status,8,4,15,2025,54230,True,False,False
2e9e979d-1fd6-4319-b467-6d9ba9d3f4de,user_1,2025-04-08 16:40:54+00:00,GET /tickets,"['offset', 'status']",GET /tickets,GET /tickets,POST /events,8,4,15,2025,60054,False,False,False
2e9e979d-1fd6-4319-b467-6d9ba9d3f4de,user_1,2025-04-08 16:57:04+00:00,PUT /invoices/{invoice_id},[],GET /tickets,GET /tickets,GET /tickets,8,4,15,2025,61024,True,False,False
2e9e979d-1fd6-4319-b467-6d9ba9d3f4de,user_1,2025-04-08 17:19:54+00:00,POST /sprints,"['goal', 'start_date']",PUT /invoices/{invoice_id},GET /tickets,GET /tickets,8,4,15,2025,62394,True,True,False
d2fcfacc-819a-444a-a7db-1f0cdf687e57,user_1,2025-04-08 17:24:28+00:00,POST /boards,['project_key'],POST /sprints,PUT /invoices/{invoice_id},GET /tickets,8,4,15,2025,62668,False,False,False
d2fcfacc-819a-444a-a7db-1f0cdf687e57,user_1,2025-04-08 17:26:09+00:00,GET /tickets/{ticketId}/transitions,[],POST /boards,POST /sprints,PUT /invoices/{invoice_id},8,4,15,2025,62769,True,False,False
5e1d5a00-71ac-4f2f-9aca-42c3b0dc06e8,user_1,2025-04-09 15:11:59+00:00,PUT /invoices/{invoice_id},['invoice_id'],GET /tickets/{ticketId}/transitions,POST /boards,POST /sprints,9,4,15,2025,54719,False,False,False
5e1d5a00-71ac-4f2f-9aca-42c3b0dc06e8,user_1,2025-04-09 15:22:36+00:00,GET /events/{eventId},[],PUT /invoices/{invoice_id},GET /tickets/{ticketId}/transitions,POST /boards,9,4,15,2025,55356,True,False,False
5e1d5a00-71ac-4f2f-9aca-42c3b0dc06e8,user_1,2025-04-09 15:25:51+00:00,GET /events,"['from_date', 'event_type', 'to_date']",GET /events/{eventId},PUT /invoices/{invoice_id},GET /tickets/{ticketId}/transitions,9,4,15,2025,55551,True,True,False
5e1d5a00-71ac-4f2f-9aca-42c3b0dc06e8,user_1,2025-04-09 15:27:39+00:00,DELETE /events/{eventId},[],GET /events,GET /events/{eventId},PUT /invoices/{invoice_id},9,4,15,2025,55659,True,True,True
5e1d5a00-71ac-4f2f-9aca-42c3b0dc06e8,user_1,2025-04-09 15:56:50+00:00,POST /tickets/{ticketId}/transitions,"['transition_id', 'ticketId']",DELETE /events/{eventId},GET /events,GET /events/{eventId},9,4,15,2025,57410,True,True,True
72af13d0-beea-40eb-984a-a99c65d1a8c3,user_1,2025-04-10 18:40:43+00:00,GET /boards,[],POST /tickets/{ticketId}/transitions,DELETE /events/{eventId},GET /events,10,4,15,2025,67243,False,False,False
72af13d0-beea-40eb-984a-a99c65d1a8c3,user_1,2025-04-10 18:44:41+00:00,GET /sprints,['board_id'],GET /boards,POST /tickets/{ticketId}/transitions,DELETE /events/{eventId},10,4,15,2025,67481,True,False,False
72af13d0-beea-40eb-984a-a99c65d1a8c3,user_1,2025-04-10 18:50:25+00:00,PUT /costs/{service_id}/{cost_id},"['cost_id', 'service_id']",GET /sprints,GET /boards,POST /tickets/{ticketId}/transitions,10,4,15,2025,67825,True,True,False
72af13d0-beea-40eb-984a-a99c65d1a8c3,user_1,2025-04-10 18:57:49+00:00,GET /sprints/{sprintId},['sprintId'],PUT /costs/{service_id}/{cost_id},GET /sprints,GET /boards,10,4,15,2025,68269,True,True,True
72af13d0-beea-40eb-984a-a99c65d1a8c3,user_1,2025-04-10 18:59:51+00:00,GET /sprints,[],GET /sprints/{sprintId},PUT /costs/{service_id}/{cost_id},GET /sprints,10,4,15,2025,68391,True,True,True
72af13d0-beea-40eb-984a-a99c65d1a8c3,user_1,2025-04-10 19:23:58+00:00,PUT /costs/{service_id}/{cost_id},"['cost_id', 'service_id']",GET /sprints,GET /sprints/{sprintId},PUT /costs/{service_id}/{cost_id},10,4,15,2025,69838,True,True,True
fd787105-91e5-4c57-bb71-a5e4682e85ea,user_1,2025-04-11 10:02:07+00:00,GET /boards/{boardId},['boardId'],PUT /costs/{service_id}/{cost_id},GET /sprints,GET /sprints/{sprintId},11,4,15,2025,36127,False,False,False
fd787105-91e5-4c57-bb71-a5e4682e85ea,user_1,2025-04-11 10:07:33+00:00,PUT /revenue/{service_id}/{revenue_id},"['revenue_id', 'service_id']",GET /boards/{boardId},PUT /costs/{service_id}/{cost_id},GET /sprints,11,4,15,2025,36453,True,False,False
fd787105-91e5-4c57-bb71-a5e4682e85ea,user_1,2025-04-11 10:09:02+00:00,POST /events,"['entity_type', 'details']",PUT /revenue/{service_id}/{revenue_id},GET /boards/{boardId},PUT /costs/{service_id}/{cost_id},11,4,15,2025,36542,True,True,False
a625ff81-c9a1-4d06-aed4-09785b337edc,user_1,2025-04-11 10:46:42+00:00,GET /boards/{boardId},[],POST /events,PUT /revenue/{service_id}/{revenue_id},GET /boards/{boardId},11,4,15,2025,38802,False,False,False
34a13915-48de-4b83-a43e-23cfd060d2e9,user_1,2025-04-12 12:05:51+00:00,PUT /costs/{service_id}/{cost_id},"['service_id', 'cost_id']",GET /boards/{boardId},POST /events,PUT /revenue/{service_id}/{revenue_id},12,4,15,2025,43551,False,False,False
34a13915-48de-4b83-a43e-23cfd060d2e9,user_1,2025-04-12 12:08:08+00:00,GET /tickets/{ticketId}/transitions,[],PUT /costs/{service_id}/{cost_id},GET /boards/{boardId},POST /events,12,4,15,2025,43688,True,False,False
34a13915-48de-4b83-a43e-23cfd060d2e9,user_1,2025-04-12 12:17:15+00:00,GET /sprints/{sprintId}/tickets,[],GET /tickets/{ticketId}/transitions,PUT /costs/{service_id}/{cost_id},GET /boards/{boardId},12,4,15,2025,44235,True,True,False
34a13915-48de-4b83-a43e-23cfd060d2e9,user_1,2025-04-12 12:32:02+00:00,POST /sprints,"['board_id', 'name', 'goal']",GET /sprints/{sprintId}/tickets,GET /tickets/{ticketId}/transitions,PUT /costs/{service_id}/{cost_id},12,4,15,2025,45122,True,True,True
420a55b5-f82d-4353-bc96-5081a677ecd2,user_1,2025-04-15 18:10:51+00:00,GET /sprints/{sprintId}/tickets,['sprintId'],POST /sprints,GET /sprints/{sprintId}/tickets,GET /tickets/{ticketId}/transitions,15,4,16,2025,65451,False,False,False
